# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1578          	7.439933e-05	3.341247e-07	1.262203e-05	8.961648e-06
1579          	7.387064e-05	3.314850e-07	1.254342e-05	8.934300e-06
1580          	7.370352e-05	3.294113e-07	1.248917e-05	8.784163e-06
1581          	7.628619e-05	3.275204e-07	1.243309e-05	8.740162e-06
1582          	7.511555e-05	3.269396e-07	1.260648e-05	8.974452e-06
1583          	7.402768e-05	3.258914e-07	1.241554e-05	8.800559e-06
1584          	7.305462e-05	3.245315e-07	1.234921e-05	8.677388e-06
1585          	7.213611e-05	3.218622e-07	1.219449e-05	8.606167e-06
1586          	7.130091e-05	3.205968e-07	1.215598e-05	8.553577e-06
1587          	7.356339e-05	3.190049e-07	1.210141e-05	8.511567e-06
1588          	7.078482e-05	3.181013e-07	1.223472e-05	8.657264e-06
1589          	7.246296e-05	3.152059e-07	1.200706e-05	8.391471e-06
1590          	7.264096e-05	3.143061e-07	1.205452e-05	8.513710e-06
1591          	7.254197e-05	3.138712e-07	1.197988e-05	8.471996e-06
1592          	7.034860e-05	3.127019e-07	1.191212e-05	8.343040e-06
1593          	7.154686e-05	3.116248e-07	1.182477e-05	8.258160e-06
1594          	6.913888e-05	3.121906e-07	1.184471e-05	8.368354e-06
1595          	6.952486e-05	3.116815e-07	1.178158e-05	8.345042e-06
1596          	7.106492e-05	3.117790e-07	1.182944e-05	8.363687e-06
1597          	7.275599e-05	3.108125e-07	1.174156e-05	8.368246e-06
1598          	7.087682e-05	3.101694e-07	1.169536e-05	8.373628e-06
1599          	7.086471e-05	3.088428e-07	1.160101e-05	8.321286e-06
1600          	7.036962e-05	3.085408e-07	1.161468e-05	8.298711e-06
1601          	7.034841e-05	3.085005e-07	1.157594e-05	8.299852e-06
1602          	6.956277e-05	3.098113e-07	1.157319e-05	8.309324e-06
1603          	6.992778e-05	3.107403e-07	1.156635e-05	8.337086e-06
1604          	6.959666e-05	3.118217e-07	1.162824e-05	8.391125e-06
1605          	7.003360e-05	3.112986e-07	1.153815e-05	8.308527e-06
1606          	6.928736e-05	3.111872e-07	1.151528e-05	8.344969e-06
1607          	6.828842e-05	3.109770e-07	1.150599e-05	8.356528e-06
1608          	6.737744e-05	3.123397e-07	1.152834e-05	8.334306e-06
1609          	6.853272e-05	3.135463e-07	1.152334e-05	8.313816e-06
1610          	6.758179e-05	3.153002e-07	1.157815e-05	8.353713e-06
1611          	6.805222e-05	3.163995e-07	1.153767e-05	8.337277e-06
1612          	6.851842e-05	3.178053e-07	1.156304e-05	8.380120e-06
1613          	7.019491e-05	3.174740e-07	1.151450e-05	8.394394e-06
1614          	6.874106e-05	3.174618e-07	1.153427e-05	8.417150e-06
1615          	6.879201e-05	3.169545e-07	1.150983e-05	8.381329e-06
1616          	6.886357e-05	3.165775e-07	1.153540e-05	8.373920e-06
1617          	7.016198e-05	3.159917e-07	1.148695e-05	8.324658e-06
1618          	6.843814e-05	3.157207e-07	1.147969e-05	8.335836e-06
1619          	7.011798e-05	3.161970e-07	1.144479e-05	8.294841e-06
1620          	6.750572e-05	3.169655e-07	1.152487e-05	8.358805e-06
1621          	6.944837e-05	3.161405e-07	1.141247e-05	8.245767e-06
1622          	6.977491e-05	3.155660e-07	1.144049e-05	8.289204e-06
1623          	6.831457e-05	3.144633e-07	1.145443e-05	8.357907e-06
1624          	6.643518e-05	3.134597e-07	1.139780e-05	8.251205e-06
1625          	6.723612e-05	3.121747e-07	1.135709e-05	8.176773e-06
1626          	6.575922e-05	3.118163e-07	1.138766e-05	8.222209e-06
1627          	6.810775e-05	3.118315e-07	1.136751e-05	8.214341e-06
1628          	6.669444e-05	3.115833e-07	1.144145e-05	8.253820e-06
1629          	6.939137e-05	3.112797e-07	1.139751e-05	8.253835e-06
1630          	6.853256e-05	3.115352e-07	1.146305e-05	8.304801e-06
1631          	6.858498e-05	3.111451e-07	1.145802e-05	8.367755e-06
1632          	6.885618e-05	3.114394e-07	1.150050e-05	8.317186e-06
1633          	6.893227e-05	3.096618e-07	1.151056e-05	8.357699e-06
1634          	6.887546e-05	3.095119e-07	1.148280e-05	8.346186e-06
1635          	7.125434e-05	3.095711e-07	1.150484e-05	8.328501e-06
1636          	6.823974e-05	3.098439e-07	1.155169e-05	8.349884e-06
1637          	6.968996e-05	3.098925e-07	1.145734e-05	8.311229e-06
1638          	6.968350e-05	3.113426e-07	1.153785e-05	8.331231e-06
1639          	6.827718e-05	3.122345e-07	1.160571e-05	8.420649e-06
1640          	6.689032e-05	3.135938e-07	1.158020e-05	8.325808e-06
1641          	7.022674e-05	3.145892e-07	1.163302e-05	8.394025e-06
1642          	6.864374e-05	3.153802e-07	1.171523e-05	8.459738e-06
1643          	6.910162e-05	3.155929e-07	1.163639e-05	8.382857e-06
1644          	6.839213e-05	3.178084e-07	1.172097e-05	8.388508e-06
1645          	6.956359e-05	3.183475e-07	1.173298e-05	8.379180e-06
1646          	6.977412e-05	3.203418e-07	1.190336e-05	8.531538e-06
1647          	6.907611e-05	3.225151e-07	1.187837e-05	8.496654e-06
1648          	7.050535e-05	3.249623e-07	1.194129e-05	8.546755e-06
1649          	7.091325e-05	3.268860e-07	1.201106e-05	8.638515e-06
1650          	6.932043e-05	3.278795e-07	1.203282e-05	8.634169e-06
1651          	7.091912e-05	3.293217e-07	1.199650e-05	8.579344e-06
1652          	7.028339e-05	3.290582e-07	1.193193e-05	8.512112e-06
1653          	7.180742e-05	3.294145e-07	1.199110e-05	8.631691e-06
1654          	7.073297e-05	3.312117e-07	1.212567e-05	8.725378e-06
1655          	7.240345e-05	3.328176e-07	1.205711e-05	8.636985e-06
1656          	6.868948e-05	3.346672e-07	1.208090e-05	8.631484e-06
1657          	6.941927e-05	3.361618e-07	1.209057e-05	8.624555e-06
1658          	6.905403e-05	3.362839e-07	1.207416e-05	8.608171e-06
1659          	7.044625e-05	3.356159e-07	1.201236e-05	8.574337e-06
1660          	7.156913e-05	3.354985e-07	1.203449e-05	8.562395e-06
1661          	6.952875e-05	3.352229e-07	1.206694e-05	8.651799e-06
1662          	6.895871e-05	3.359521e-07	1.208973e-05	8.574278e-06
1663          	7.033926e-05	3.367928e-07	1.211008e-05	8.515110e-06
1664          	7.157453e-05	3.376588e-07	1.215941e-05	8.619784e-06
1665          	6.979238e-05	3.371325e-07	1.206743e-05	8.575834e-06
1666          	7.013374e-05	3.359249e-07	1.199155e-05	8.463767e-06
1667          	7.057290e-05	3.345795e-07	1.198898e-05	8.492187e-06
1668          	7.072013e-05	3.346767e-07	1.215105e-05	8.640369e-06
1669          	7.073744e-05	3.338605e-07	1.203827e-05	8.567833e-06
1670          	7.102888e-05	3.323505e-07	1.197448e-05	8.413979e-06
1671          	6.982376e-05	3.296780e-07	1.192730e-05	8.459613e-06
1672          	6.932679e-05	3.293027e-07	1.188644e-05	8.369209e-06
1673          	7.056991e-05	3.284657e-07	1.193661e-05	8.449132e-06
1674          	6.920007e-05	3.284456e-07	1.195284e-05	8.410555e-06
1675          	7.122306e-05	3.277866e-07	1.188327e-05	8.338672e-06
1676          	6.993253e-05	3.256182e-07	1.183523e-05	8.363925e-06
1677          	7.062098e-05	3.236220e-07	1.178271e-05	8.341922e-06
1678          	7.035770e-05	3.229813e-07	1.189512e-05	8.359472e-06
1679          	7.083967e-05	3.212423e-07	1.180937e-05	8.322734e-06
1680          	7.154227e-05	3.210088e-07	1.182140e-05	8.319237e-06
1681          	7.085036e-05	3.207120e-07	1.185334e-05	8.357773e-06
1682          	7.054989e-05	3.213042e-07	1.184463e-05	8.265575e-06
1683          	7.380504e-05	3.207277e-07	1.181692e-05	8.288276e-06
1684          	7.004696e-05	3.210368e-07	1.190047e-05	8.390986e-06
1685          	6.990622e-05	3.198226e-07	1.178721e-05	8.264681e-06
1686          	6.967909e-05	3.189740e-07	1.179369e-05	8.211795e-06
1687          	7.144773e-05	3.168528e-07	1.173337e-05	8.228466e-06
1688          	7.029875e-05	3.156402e-07	1.170567e-05	8.194215e-06
1689          	7.010835e-05	3.153460e-07	1.170049e-05	8.167862e-06
1690          	6.945678e-05	3.162220e-07	1.174423e-05	8.162380e-06
1691          	7.073105e-05	3.146381e-07	1.167090e-05	8.110202e-06
1692          	6.879769e-05	3.144832e-07	1.173823e-05	8.190666e-06
1693          	6.880276e-05	3.137732e-07	1.160557e-05	8.086612e-06
1694          	6.881527e-05	3.132961e-07	1.158372e-05	8.017084e-06
1695          	6.938541e-05	3.104840e-07	1.151212e-05	8.022300e-06
1696          	6.764040e-05	3.090533e-07	1.147792e-05	7.961984e-06
1697          	6.942479e-05	3.082758e-07	1.146856e-05	7.928931e-06
1698          	6.725940e-05	3.074340e-07	1.146173e-05	7.944324e-06
1699          	6.834082e-05	3.062060e-07	1.138402e-05	7.884649e-06
1700          	6.783703e-05	3.049652e-07	1.138094e-05	7.894594e-06
1701          	6.815991e-05	3.044182e-07	1.125787e-05	7.828267e-06
1702          	6.834006e-05	3.042199e-07	1.130908e-05	7.863325e-06
1703          	6.956089e-05	3.027047e-07	1.124018e-05	7.893579e-06
1704          	6.802649e-05	3.011020e-07	1.118636e-05	7.801440e-06
1705          	6.819698e-05	2.988869e-07	1.112384e-05	7.752779e-06
1706          	6.616792e-05	2.967208e-07	1.103501e-05	7.693321e-06
1707          	6.748644e-05	2.946548e-07	1.098062e-05	7.690111e-06
1708          	6.686360e-05	2.941119e-07	1.096727e-05	7.634601e-06
1709          	6.640069e-05	2.939305e-07	1.090014e-05	7.629045e-06
1710          	6.494747e-05	2.930694e-07	1.082145e-05	7.557880e-06
1711          	6.623508e-05	2.918616e-07	1.072792e-05	7.529804e-06
1712          	6.405973e-05	2.903838e-07	1.072760e-05	7.524437e-06
1713          	6.520321e-05	2.870304e-07	1.050119e-05	7.383975e-06
1714          	6.553222e-05	2.851692e-07	1.048389e-05	7.353601e-06
1715          	6.419388e-05	2.836083e-07	1.052889e-05	7.437735e-06
1716          	6.218564e-05	2.826935e-07	1.044822e-05	7.295522e-06
1717          	6.433395e-05	2.816037e-07	1.036039e-05	7.194250e-06
1718          	6.539978e-05	2.811802e-07	1.032404e-05	7.227057e-06
1719          	6.459166e-05	2.803202e-07	1.033185e-05	7.325640e-06
1720          	6.438769e-05	2.791107e-07	1.018663e-05	7.212651e-06
1721          	6.470157e-05	2.763514e-07	1.009279e-05	7.158839e-06
1722          	6.448179e-05	2.749491e-07	1.009626e-05	7.192987e-06
1723          	6.362820e-05	2.726895e-07	1.000763e-05	7.180860e-06
1724          	6.256122e-05	2.708123e-07	9.912487e-06	7.065759e-06
