# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1191          	1.355314e-04	7.993526e-07	2.626413e-05	1.924617e-05
1192          	1.319432e-04	7.922067e-07	2.625814e-05	1.913620e-05
1193          	1.314716e-04	7.849670e-07	2.621347e-05	1.895225e-05
1194          	1.293931e-04	7.794003e-07	2.620475e-05	1.887880e-05
1195          	1.286798e-04	7.716345e-07	2.606217e-05	1.871783e-05
1196          	1.285885e-04	7.656064e-07	2.595579e-05	1.851184e-05
1197          	1.275817e-04	7.607424e-07	2.584516e-05	1.840634e-05
1198          	1.276308e-04	7.570350e-07	2.575168e-05	1.823599e-05
1199          	1.268222e-04	7.536494e-07	2.560208e-05	1.816904e-05
1200          	1.255831e-04	7.509960e-07	2.542690e-05	1.799984e-05
1201          	1.267212e-04	7.486632e-07	2.530466e-05	1.792291e-05
1202          	1.262230e-04	7.466110e-07	2.523664e-05	1.787225e-05
1203          	1.252670e-04	7.435495e-07	2.503569e-05	1.775629e-05
1204          	1.240839e-04	7.407353e-07	2.482220e-05	1.758759e-05
1205          	1.252717e-04	7.371624e-07	2.449313e-05	1.739138e-05
1206          	1.245141e-04	7.349636e-07	2.433372e-05	1.731717e-05
1207          	1.264438e-04	7.328684e-07	2.415653e-05	1.723907e-05
1208          	1.242648e-04	7.314983e-07	2.409533e-05	1.723486e-05
1209          	1.255326e-04	7.282920e-07	2.375888e-05	1.693610e-05
1210          	1.215907e-04	7.260111e-07	2.358416e-05	1.689768e-05
1211          	1.213065e-04	7.237366e-07	2.326928e-05	1.672814e-05
1212          	1.208776e-04	7.214807e-07	2.311235e-05	1.662791e-05
1213          	1.229414e-04	7.186519e-07	2.283261e-05	1.644693e-05
1214          	1.212775e-04	7.163956e-07	2.264208e-05	1.637608e-05
1215          	1.208434e-04	7.137051e-07	2.243477e-05	1.635080e-05
1216          	1.211335e-04	7.111566e-07	2.221101e-05	1.619726e-05
1217          	1.237424e-04	7.085425e-07	2.203997e-05	1.611517e-05
1218          	1.207548e-04	7.062768e-07	2.191355e-05	1.616400e-05
1219          	1.222992e-04	7.040174e-07	2.167204e-05	1.605812e-05
1220          	1.213272e-04	7.012248e-07	2.159896e-05	1.606451e-05
1221          	1.222256e-04	6.980879e-07	2.146388e-05	1.607442e-05
1222          	1.204325e-04	6.939073e-07	2.134699e-05	1.603469e-05
1223          	1.198530e-04	6.908393e-07	2.119955e-05	1.596468e-05
1224          	1.216791e-04	6.896360e-07	2.119727e-05	1.600668e-05
1225          	1.217276e-04	6.890518e-07	2.125454e-05	1.622904e-05
1226          	1.196860e-04	6.861307e-07	2.114135e-05	1.616277e-05
1227          	1.197567e-04	6.834731e-07	2.107038e-05	1.608883e-05
1228          	1.194205e-04	6.817209e-07	2.116253e-05	1.621539e-05
1229          	1.188257e-04	6.784782e-07	2.104277e-05	1.620929e-05
1230          	1.168019e-04	6.756170e-07	2.099867e-05	1.619574e-05
1231          	1.173454e-04	6.726614e-07	2.102327e-05	1.621030e-05
1232          	1.156696e-04	6.702839e-07	2.108394e-05	1.630419e-05
1233          	1.170676e-04	6.665507e-07	2.090766e-05	1.621379e-05
1234          	1.143968e-04	6.633190e-07	2.085752e-05	1.613526e-05
1235          	1.150429e-04	6.601257e-07	2.083532e-05	1.617930e-05
1236          	1.143326e-04	6.566900e-07	2.081219e-05	1.611896e-05
1237          	1.151204e-04	6.522605e-07	2.067389e-05	1.602954e-05
1238          	1.137915e-04	6.501663e-07	2.073361e-05	1.607868e-05
1239          	1.143367e-04	6.460161e-07	2.054267e-05	1.593331e-05
1240          	1.122495e-04	6.427163e-07	2.050638e-05	1.585172e-05
1241          	1.134177e-04	6.389672e-07	2.032952e-05	1.575276e-05
1242          	1.149626e-04	6.367673e-07	2.025701e-05	1.568526e-05
1243          	1.133981e-04	6.344636e-07	2.028214e-05	1.579199e-05
1244          	1.111243e-04	6.292909e-07	1.994897e-05	1.539692e-05
1245          	1.103519e-04	6.250508e-07	1.974042e-05	1.516307e-05
1246          	1.083212e-04	6.233275e-07	1.968460e-05	1.506304e-05
1247          	1.088363e-04	6.221641e-07	1.956544e-05	1.498235e-05
1248          	1.083363e-04	6.227327e-07	1.957906e-05	1.490438e-05
1249          	1.084271e-04	6.219580e-07	1.957399e-05	1.489326e-05
1250          	1.070778e-04	6.212285e-07	1.947487e-05	1.470706e-05
1251          	1.065890e-04	6.182760e-07	1.927721e-05	1.447298e-05
1252          	1.076100e-04	6.179239e-07	1.922881e-05	1.434581e-05
1253          	1.074685e-04	6.195698e-07	1.934752e-05	1.444544e-05
1254          	1.057633e-04	6.246229e-07	1.933640e-05	1.429800e-05
1255          	1.079844e-04	6.247556e-07	1.925554e-05	1.414243e-05
1256          	1.070646e-04	6.256475e-07	1.922028e-05	1.406929e-05
1257          	1.069899e-04	6.258355e-07	1.913588e-05	1.399129e-05
1258          	1.058347e-04	6.298813e-07	1.924275e-05	1.395526e-05
1259          	1.062126e-04	6.269797e-07	1.915629e-05	1.385047e-05
1260          	1.062232e-04	6.257432e-07	1.911605e-05	1.378889e-05
1261          	1.067638e-04	6.236952e-07	1.905344e-05	1.381573e-05
1262          	1.062424e-04	6.273754e-07	1.900743e-05	1.372417e-05
1263          	1.064303e-04	6.236185e-07	1.895069e-05	1.368911e-05
1264          	1.080781e-04	6.206401e-07	1.891489e-05	1.363792e-05
1265          	1.070663e-04	6.169778e-07	1.891978e-05	1.372363e-05
1266          	1.073111e-04	6.179186e-07	1.888143e-05	1.365763e-05
1267          	1.068485e-04	6.111506e-07	1.879834e-05	1.363311e-05
1268          	1.050133e-04	6.062770e-07	1.876640e-05	1.362979e-05
1269          	1.057439e-04	6.065453e-07	1.865862e-05	1.359813e-05
1270          	1.059989e-04	6.002904e-07	1.861505e-05	1.351401e-05
1271          	1.059349e-04	5.945721e-07	1.857739e-05	1.356528e-05
1272          	1.051451e-04	5.911963e-07	1.851413e-05	1.353499e-05
1273          	1.043977e-04	5.918494e-07	1.848155e-05	1.358126e-05
1274          	1.056527e-04	5.860296e-07	1.849926e-05	1.356375e-05
1275          	1.065538e-04	5.823684e-07	1.853200e-05	1.363830e-05
1276          	1.055935e-04	5.784432e-07	1.846986e-05	1.359980e-05
1277          	1.079488e-04	5.715437e-07	1.840642e-05	1.350083e-05
1278          	1.072516e-04	5.713503e-07	1.864303e-05	1.373031e-05
1279          	1.082573e-04	5.691781e-07	1.856200e-05	1.369375e-05
1280          	1.077526e-04	5.629216e-07	1.851046e-05	1.357858e-05
1281          	1.069897e-04	5.608235e-07	1.864332e-05	1.373193e-05
1282          	1.050964e-04	5.583408e-07	1.863841e-05	1.361716e-05
1283          	1.077202e-04	5.519859e-07	1.856893e-05	1.348773e-05
1284          	1.055489e-04	5.486661e-07	1.860235e-05	1.350560e-05
1285          	1.046244e-04	5.477153e-07	1.867247e-05	1.354112e-05
1286          	1.028062e-04	5.440013e-07	1.867980e-05	1.347209e-05
1287          	1.027589e-04	5.398690e-07	1.859529e-05	1.335266e-05
1288          	1.015003e-04	5.355040e-07	1.853938e-05	1.324566e-05
1289          	1.028723e-04	5.325759e-07	1.850949e-05	1.322137e-05
1290          	1.005069e-04	5.312317e-07	1.853214e-05	1.316736e-05
1291          	1.028808e-04	5.286814e-07	1.847163e-05	1.310064e-05
1292          	1.032899e-04	5.252156e-07	1.838928e-05	1.300077e-05
1293          	1.024274e-04	5.216855e-07	1.833534e-05	1.296171e-05
1294          	1.007116e-04	5.208471e-07	1.830019e-05	1.286377e-05
1295          	1.026288e-04	5.177021e-07	1.820802e-05	1.274070e-05
1296          	1.007867e-04	5.147529e-07	1.817931e-05	1.272425e-05
1297          	1.003286e-04	5.106601e-07	1.791154e-05	1.251710e-05
1298          	1.032343e-04	5.092539e-07	1.792407e-05	1.245976e-05
1299          	1.025709e-04	5.058063e-07	1.791342e-05	1.251690e-05
1300          	9.981277e-05	5.028179e-07	1.766048e-05	1.222921e-05
1301          	9.987709e-05	4.992142e-07	1.749863e-05	1.203077e-05
1302          	9.826662e-05	4.969430e-07	1.747534e-05	1.201635e-05
1303          	9.796316e-05	4.944134e-07	1.727728e-05	1.188776e-05
1304          	9.944855e-05	4.938930e-07	1.726559e-05	1.181630e-05
1305          	9.795273e-05	4.916449e-07	1.721320e-05	1.176278e-05
1306          	9.696854e-05	4.912441e-07	1.710807e-05	1.163970e-05
1307          	9.863204e-05	4.908617e-07	1.704362e-05	1.161046e-05
1308          	9.643004e-05	4.914496e-07	1.707125e-05	1.156102e-05
1309          	9.626179e-05	4.919070e-07	1.703402e-05	1.159848e-05
1310          	9.658292e-05	4.946788e-07	1.707743e-05	1.156748e-05
1311          	9.794080e-05	4.981289e-07	1.724351e-05	1.173430e-05
1312          	9.658773e-05	4.996719e-07	1.724074e-05	1.169977e-05
1313          	9.693865e-05	5.033721e-07	1.732963e-05	1.179978e-05
1314          	9.573171e-05	5.067023e-07	1.743191e-05	1.187115e-05
1315          	9.739293e-05	5.104492e-07	1.758285e-05	1.204784e-05
1316          	9.661223e-05	5.151660e-07	1.778357e-05	1.218431e-05
1317          	9.742135e-05	5.175610e-07	1.777296e-05	1.218620e-05
1318          	9.973891e-05	5.219558e-07	1.791659e-05	1.226450e-05
1319          	1.011608e-04	5.281963e-07	1.828634e-05	1.265335e-05
1320          	9.857267e-05	5.325937e-07	1.841795e-05	1.270033e-05
1321          	9.913020e-05	5.343556e-07	1.842739e-05	1.265207e-05
1322          	9.781133e-05	5.364355e-07	1.848483e-05	1.268870e-05
1323          	9.871719e-05	5.391066e-07	1.864108e-05	1.287512e-05
1324          	9.714688e-05	5.417879e-07	1.880769e-05	1.295863e-05
1325          	9.774541e-05	5.442359e-07	1.887631e-05	1.303426e-05
1326          	9.903923e-05	5.462920e-07	1.887768e-05	1.302083e-05
1327          	9.868259e-05	5.489585e-07	1.909473e-05	1.331748e-05
1328          	9.688817e-05	5.509201e-07	1.909887e-05	1.322284e-05
1329          	9.755581e-05	5.518796e-07	1.915087e-05	1.326968e-05
1330          	9.882361e-05	5.527327e-07	1.911648e-05	1.325316e-05
1331          	1.008143e-04	5.547287e-07	1.926504e-05	1.341092e-05
1332          	9.867585e-05	5.567413e-07	1.943860e-05	1.358817e-05
1333          	1.008211e-04	5.577492e-07	1.939896e-05	1.352612e-05
1334          	9.928679e-05	5.573568e-07	1.936094e-05	1.350969e-05
1335          	9.797303e-05	5.583935e-07	1.933617e-05	1.356455e-05
1336          	9.786507e-05	5.595038e-07	1.931519e-05	1.352966e-05
1337          	9.840507e-05	5.582810e-07	1.919858e-05	1.342110e-05
1338          	9.729791e-05	5.587403e-07	1.921624e-05	1.345574e-05
1339          	9.893630e-05	5.582508e-07	1.915142e-05	1.342476e-05
1340          	9.891997e-05	5.629933e-07	1.928226e-05	1.360421e-05
1341          	9.974343e-05	5.625994e-07	1.918367e-05	1.355384e-05
1342          	9.725132e-05	5.617627e-07	1.906984e-05	1.350245e-05
1343          	9.678030e-05	5.610172e-07	1.893118e-05	1.340056e-05
1344          	9.654822e-05	5.618971e-07	1.895313e-05	1.341781e-05
1345          	9.760541e-05	5.617974e-07	1.886179e-05	1.342977e-05
1346          	9.637966e-05	5.632375e-07	1.880003e-05	1.337136e-05
1347          	9.866484e-05	5.702972e-07	1.882925e-05	1.342573e-05
1348          	9.674752e-05	5.685994e-07	1.874086e-05	1.335191e-05
1349          	9.748552e-05	5.662993e-07	1.858045e-05	1.325415e-05
1350          	9.716555e-05	5.684543e-07	1.858324e-05	1.324039e-05
1351          	9.776364e-05	5.666401e-07	1.845461e-05	1.316690e-05
1352          	9.948553e-05	5.680483e-07	1.850337e-05	1.321501e-05
1353          	1.003480e-04	5.750895e-07	1.853866e-05	1.340900e-05
1354          	9.915544e-05	5.769539e-07	1.841806e-05	1.327052e-05
1355          	9.801900e-05	5.727792e-07	1.820626e-05	1.303371e-05
1356          	9.720344e-05	5.702330e-07	1.810836e-05	1.291526e-05
1357          	9.665651e-05	5.746912e-07	1.807747e-05	1.295162e-05
1358          	9.774976e-05	5.769951e-07	1.801758e-05	1.289376e-05
1359          	9.778394e-05	5.710044e-07	1.786771e-05	1.285466e-05
1360          	9.697051e-05	5.676760e-07	1.776443e-05	1.273954e-05
1361          	9.707311e-05	5.729629e-07	1.773178e-05	1.274843e-05
1362          	9.775987e-05	5.693741e-07	1.765134e-05	1.262091e-05
1363          	9.602286e-05	5.705967e-07	1.758133e-05	1.268396e-05
1364          	9.618214e-05	5.658249e-07	1.740132e-05	1.250113e-05
1365          	9.798409e-05	5.619397e-07	1.728243e-05	1.238007e-05
1366          	9.648807e-05	5.707101e-07	1.746930e-05	1.271023e-05
1367          	9.670469e-05	5.689729e-07	1.730567e-05	1.255772e-05
1368          	9.714259e-05	5.618542e-07	1.715309e-05	1.241260e-05
1369          	9.732486e-05	5.562215e-07	1.709493e-05	1.239201e-05
1370          	9.668916e-05	5.605409e-07	1.719260e-05	1.248346e-05
1371          	9.682828e-05	5.633610e-07	1.714285e-05	1.253252e-05
1372          	9.646161e-05	5.591990e-07	1.704705e-05	1.246421e-05
1373          	9.708599e-05	5.554923e-07	1.699766e-05	1.243653e-05
1374          	9.531273e-05	5.617916e-07	1.708703e-05	1.252227e-05
1375          	9.774612e-05	5.604557e-07	1.708835e-05	1.251984e-05
1376          	9.544505e-05	5.542635e-07	1.704658e-05	1.251776e-05
1377          	9.503859e-05	5.487353e-07	1.698475e-05	1.241676e-05
1378          	9.364182e-05	5.485117e-07	1.702508e-05	1.240338e-05
1379          	9.544785e-05	5.572436e-07	1.712765e-05	1.256616e-05
1380          	9.466663e-05	5.537492e-07	1.710726e-05	1.257354e-05
1381          	9.466727e-05	5.495229e-07	1.706845e-05	1.256846e-05
1382          	9.445902e-05	5.527837e-07	1.716597e-05	1.263566e-05
1383          	9.390173e-05	5.476296e-07	1.706486e-05	1.253419e-05
1384          	9.349841e-05	5.451405e-07	1.707195e-05	1.253562e-05
1385          	9.351896e-05	5.445439e-07	1.707780e-05	1.256288e-05
1386          	9.400235e-05	5.460080e-07	1.715793e-05	1.257383e-05
1387          	9.565244e-05	5.527322e-07	1.723635e-05	1.271942e-05
1388          	9.370348e-05	5.520337e-07	1.719347e-05	1.265411e-05
1389          	9.424126e-05	5.459093e-07	1.702193e-05	1.248976e-05
1390          	9.488561e-05	5.420048e-07	1.703616e-05	1.249000e-05
1391          	9.622181e-05	5.442135e-07	1.713861e-05	1.268503e-05
1392          	9.554537e-05	5.462059e-07	1.715304e-05	1.267442e-05
1393          	9.680052e-05	5.427604e-07	1.696166e-05	1.250658e-05
1394          	9.574814e-05	5.416925e-07	1.696513e-05	1.252566e-05
1395          	9.743286e-05	5.482974e-07	1.698615e-05	1.260383e-05
1396          	9.705974e-05	5.494090e-07	1.691787e-05	1.258495e-05
1397          	9.620312e-05	5.457541e-07	1.686451e-05	1.257371e-05
1398          	9.542935e-05	5.422606e-07	1.670288e-05	1.237559e-05
1399          	9.505378e-05	5.378243e-07	1.654155e-05	1.228879e-05
1400          	9.486178e-05	5.415776e-07	1.655585e-05	1.225947e-05
1401          	9.389634e-05	5.403068e-07	1.652281e-05	1.225850e-05
1402          	9.408937e-05	5.406549e-07	1.636406e-05	1.221426e-05
1403          	9.613458e-05	5.425334e-07	1.631599e-05	1.220094e-05
1404          	9.362543e-05	5.508893e-07	1.637849e-05	1.237976e-05
1405          	9.469876e-05	5.447825e-07	1.611754e-05	1.214048e-05
1406          	9.208139e-05	5.386591e-07	1.597463e-05	1.199025e-05
1407          	9.356026e-05	5.340365e-07	1.584632e-05	1.186474e-05
1408          	9.301869e-05	5.334874e-07	1.582073e-05	1.186413e-05
1409          	9.246690e-05	5.403112e-07	1.578383e-05	1.195904e-05
1410          	9.299520e-05	5.358298e-07	1.560714e-05	1.181764e-05
1411          	9.370076e-05	5.300931e-07	1.543205e-05	1.171270e-05
1412          	9.112091e-05	5.260785e-07	1.533301e-05	1.163183e-05
1413          	9.202567e-05	5.296090e-07	1.522527e-05	1.161184e-05
1414          	9.319255e-05	5.227142e-07	1.508178e-05	1.150748e-05
1415          	9.367893e-05	5.165161e-07	1.496258e-05	1.145780e-05
1416          	9.184605e-05	5.178699e-07	1.494073e-05	1.147064e-05
1417          	9.234575e-05	5.102301e-07	1.474700e-05	1.126188e-05
1418          	9.010741e-05	5.047091e-07	1.459258e-05	1.115680e-05
1419          	9.081720e-05	5.011534e-07	1.449935e-05	1.109762e-05
1420          	8.877806e-05	4.981184e-07	1.447318e-05	1.109647e-05
1421          	9.221904e-05	4.944312e-07	1.436411e-05	1.099102e-05
1422          	9.119626e-05	4.928463e-07	1.452931e-05	1.117233e-05
1423          	9.183194e-05	4.881073e-07	1.437133e-05	1.104948e-05
1424          	9.006190e-05	4.849813e-07	1.436317e-05	1.093942e-05
1425          	9.174942e-05	4.795961e-07	1.433435e-05	1.092525e-05
1426          	9.295551e-05	4.808770e-07	1.448874e-05	1.102174e-05
1427          	9.158390e-05	4.722902e-07	1.444825e-05	1.102147e-05
1428          	9.129255e-05	4.668299e-07	1.439279e-05	1.094901e-05
1429          	9.365150e-05	4.691239e-07	1.460912e-05	1.106315e-05
1430          	9.148250e-05	4.640406e-07	1.474802e-05	1.118601e-05
1431          	9.078207e-05	4.581259e-07	1.456520e-05	1.099541e-05
1432          	8.980960e-05	4.560049e-07	1.460081e-05	1.094758e-05
1433          	9.079889e-05	4.552553e-07	1.471314e-05	1.106901e-05
1434          	9.003959e-05	4.555795e-07	1.490666e-05	1.117965e-05
1435          	9.101140e-05	4.537673e-07	1.497450e-05	1.121451e-05
1436          	9.119340e-05	4.522265e-07	1.516330e-05	1.134230e-05
1437          	9.019366e-05	4.501210e-07	1.519860e-05	1.140772e-05
1438          	9.033602e-05	4.478189e-07	1.524665e-05	1.140255e-05
1439          	9.004291e-05	4.466274e-07	1.534019e-05	1.145936e-05
1440          	8.978863e-05	4.479002e-07	1.559523e-05	1.165302e-05
1441          	9.016260e-05	4.459165e-07	1.560079e-05	1.171177e-05
1442          	8.980152e-05	4.442913e-07	1.558151e-05	1.164256e-05
1443          	9.096295e-05	4.444432e-07	1.574274e-05	1.178091e-05
1444          	9.034014e-05	4.445764e-07	1.590883e-05	1.191525e-05
1445          	9.161472e-05	4.422579e-07	1.585533e-05	1.190055e-05
1446          	9.064962e-05	4.416007e-07	1.595247e-05	1.195125e-05
1447          	9.096573e-05	4.400415e-07	1.596416e-05	1.198762e-05
1448          	9.080904e-05	4.388488e-07	1.601402e-05	1.197585e-05
1449          	9.202753e-05	4.361676e-07	1.603841e-05	1.202232e-05
1450          	9.215314e-05	4.347198e-07	1.597123e-05	1.194105e-05
1451          	9.346813e-05	4.322758e-07	1.593666e-05	1.195548e-05
1452          	9.088157e-05	4.304823e-07	1.604828e-05	1.201728e-05
1453          	8.927650e-05	4.280741e-07	1.590872e-05	1.186846e-05
1454          	9.174207e-05	4.255160e-07	1.581600e-05	1.172406e-05
1455          	9.002599e-05	4.226184e-07	1.580085e-05	1.176406e-05
1456          	8.728003e-05	4.202234e-07	1.566928e-05	1.164219e-05
1457          	8.913156e-05	4.167472e-07	1.553305e-05	1.150616e-05
1458          	8.765897e-05	4.140614e-07	1.557615e-05	1.150064e-05
1459          	8.796350e-05	4.099358e-07	1.533162e-05	1.137761e-05
1460          	8.995935e-05	4.069895e-07	1.524041e-05	1.124174e-05
1461          	8.979873e-05	4.047331e-07	1.529548e-05	1.139023e-05
1462          	8.739846e-05	4.019808e-07	1.513521e-05	1.121830e-05
1463          	8.940723e-05	3.978413e-07	1.499149e-05	1.103162e-05
1464          	8.836362e-05	3.951501e-07	1.499194e-05	1.101634e-05
1465          	8.820143e-05	3.919252e-07	1.483691e-05	1.097669e-05
1466          	8.724092e-05	3.885217e-07	1.464752e-05	1.078671e-05
1467          	8.843229e-05	3.843240e-07	1.453000e-05	1.071918e-05
1468          	8.740432e-05	3.813216e-07	1.452545e-05	1.070518e-05
1469          	8.910103e-05	3.784434e-07	1.439748e-05	1.065498e-05
1470          	8.698328e-05	3.754371e-07	1.434058e-05	1.057347e-05
1471          	8.832860e-05	3.713933e-07	1.407949e-05	1.037540e-05
1472          	8.530643e-05	3.689765e-07	1.402055e-05	1.028451e-05
1473          	8.688396e-05	3.664598e-07	1.387336e-05	1.018250e-05
1474          	8.620620e-05	3.647534e-07	1.390727e-05	1.020767e-05
1475          	8.737088e-05	3.608115e-07	1.365210e-05	1.002485e-05
1476          	8.380731e-05	3.578238e-07	1.359400e-05	9.991007e-06
1477          	8.337439e-05	3.546551e-07	1.341098e-05	9.861756e-06
1478          	8.240884e-05	3.527931e-07	1.340503e-05	9.800961e-06
1479          	8.533877e-05	3.498047e-07	1.321616e-05	9.714083e-06
1480          	8.410327e-05	3.480261e-07	1.314960e-05	9.649816e-06
1481          	8.377203e-05	3.457107e-07	1.306707e-05	9.643592e-06
1482          	8.285236e-05	3.434913e-07	1.300153e-05	9.571119e-06
1483          	8.363078e-05	3.403671e-07	1.286412e-05	9.446804e-06
1484          	8.166568e-05	3.376654e-07	1.278385e-05	9.416273e-06
1485          	8.181442e-05	3.345087e-07	1.264356e-05	9.353438e-06
1486          	8.098642e-05	3.315857e-07	1.254622e-05	9.244763e-06
1487          	8.074847e-05	3.276219e-07	1.240786e-05	9.155403e-06
1488          	8.123055e-05	3.245767e-07	1.231417e-05	9.115990e-06
1489          	8.099590e-05	3.216800e-07	1.230426e-05	9.146782e-06
1490          	7.940920e-05	3.190316e-07	1.217309e-05	9.027430e-06
1491          	8.084458e-05	3.158253e-07	1.203060e-05	8.870358e-06
1492          	7.905795e-05	3.145355e-07	1.208383e-05	8.950088e-06
1493          	8.007922e-05	3.125863e-07	1.197124e-05	8.899291e-06
1494          	7.730622e-05	3.112709e-07	1.207601e-05	8.931013e-06
1495          	7.957795e-05	3.079677e-07	1.184900e-05	8.766904e-06
1496          	7.724428e-05	3.068341e-07	1.194723e-05	8.842757e-06
1497          	7.760745e-05	3.045302e-07	1.182162e-05	8.760789e-06
1498          	7.637587e-05	3.033825e-07	1.182552e-05	8.728216e-06
1499          	7.759252e-05	3.016243e-07	1.174350e-05	8.680486e-06
1500          	7.621804e-05	3.020878e-07	1.183388e-05	8.755203e-06
1501          	7.788365e-05	3.017810e-07	1.179646e-05	8.741795e-06
1502          	7.559444e-05	3.025868e-07	1.191608e-05	8.800919e-06
1503          	7.790601e-05	3.014692e-07	1.180919e-05	8.745481e-06
1504          	7.647588e-05	3.021395e-07	1.189932e-05	8.793204e-06
1505          	7.699231e-05	3.023117e-07	1.197805e-05	8.928409e-06
1506          	7.482254e-05	3.022842e-07	1.193041e-05	8.828909e-06
1507          	7.609992e-05	3.019290e-07	1.189606e-05	8.790411e-06
1508          	7.436912e-05	3.027785e-07	1.195050e-05	8.826146e-06
1509          	7.626791e-05	3.031809e-07	1.195684e-05	8.839534e-06
1510          	7.536154e-05	3.051206e-07	1.215096e-05	8.966341e-06
1511          	7.649789e-05	3.052428e-07	1.204158e-05	8.892205e-06
1512          	7.539825e-05	3.063526e-07	1.207786e-05	8.890598e-06
1513          	7.373451e-05	3.066790e-07	1.207568e-05	8.934207e-06
1514          	7.481578e-05	3.074003e-07	1.206313e-05	8.864301e-06
1515          	7.604905e-05	3.074952e-07	1.211869e-05	8.938019e-06
1516          	7.448020e-05	3.080127e-07	1.217063e-05	8.976073e-06
1517          	7.667035e-05	3.081187e-07	1.217377e-05	8.944692e-06
1518          	7.325609e-05	3.085509e-07	1.227211e-05	8.976778e-06
1519          	7.583499e-05	3.072691e-07	1.208720e-05	8.852871e-06
1520          	7.586581e-05	3.075304e-07	1.218166e-05	8.905033e-06
1521          	7.490489e-05	3.079457e-07	1.217354e-05	8.978186e-06
1522          	7.476881e-05	3.072328e-07	1.210126e-05	8.886047e-06
1523          	7.554012e-05	3.055326e-07	1.202255e-05	8.809192e-06
1524          	7.434611e-05	3.048971e-07	1.206713e-05	8.844606e-06
1525          	7.465080e-05	3.035856e-07	1.199276e-05	8.825521e-06
1526          	7.338336e-05	3.021230e-07	1.190283e-05	8.728749e-06
1527          	7.429635e-05	3.000694e-07	1.176405e-05	8.632429e-06
1528          	7.483613e-05	3.002791e-07	1.181045e-05	8.706913e-06
1529          	7.359888e-05	2.996668e-07	1.180943e-05	8.709375e-06
1530          	7.339687e-05	2.999965e-07	1.176424e-05	8.678978e-06
1531          	7.377062e-05	2.981961e-07	1.165323e-05	8.567554e-06
1532          	7.196150e-05	2.984412e-07	1.174739e-05	8.657764e-06
1533          	7.372536e-05	2.978875e-07	1.165000e-05	8.584549e-06
1534          	7.371249e-05	2.976454e-07	1.167593e-05	8.594534e-06
1535          	7.333722e-05	2.967668e-07	1.158481e-05	8.567548e-06
1536          	7.182467e-05	2.976973e-07	1.152502e-05	8.503432e-06
1537          	7.375603e-05	2.975550e-07	1.147783e-05	8.458341e-06
1538          	7.287448e-05	2.988944e-07	1.169055e-05	8.664478e-06
1539          	7.220123e-05	2.990037e-07	1.146918e-05	8.505594e-06
1540          	7.461610e-05	3.007382e-07	1.149357e-05	8.526041e-06
1541          	7.405689e-05	3.011851e-07	1.156542e-05	8.680654e-06
1542          	7.252231e-05	3.020059e-07	1.147632e-05	8.578847e-06
1543          	7.358656e-05	3.019971e-07	1.147123e-05	8.572107e-06
1544          	7.354552e-05	3.030001e-07	1.146253e-05	8.561714e-06
1545          	7.438446e-05	3.033833e-07	1.143526e-05	8.538796e-06
1546          	7.395784e-05	3.053229e-07	1.156144e-05	8.661455e-06
1547          	7.542407e-05	3.066777e-07	1.150486e-05	8.624105e-06
1548          	7.276639e-05	3.089885e-07	1.165594e-05	8.664985e-06
1549          	7.169072e-05	3.105464e-07	1.155821e-05	8.641602e-06
1550          	7.146362e-05	3.126805e-07	1.157475e-05	8.536823e-06
1551          	7.293815e-05	3.131789e-07	1.161134e-05	8.601868e-06
1552          	7.125375e-05	3.157325e-07	1.174315e-05	8.724490e-06
1553          	7.274533e-05	3.172990e-07	1.172655e-05	8.675881e-06
1554          	7.225929e-05	3.195499e-07	1.185294e-05	8.692492e-06
1555          	7.327327e-05	3.211818e-07	1.192886e-05	8.829081e-06
1556          	7.301292e-05	3.230171e-07	1.193601e-05	8.765932e-06
1557          	7.253346e-05	3.249296e-07	1.203693e-05	8.805824e-06
1558          	7.274590e-05	3.287731e-07	1.217772e-05	8.937242e-06
1559          	7.492020e-05	3.305554e-07	1.220490e-05	9.011955e-06
1560          	7.199373e-05	3.315421e-07	1.226510e-05	8.977814e-06
1561          	7.245915e-05	3.311595e-07	1.217460e-05	8.898680e-06
1562          	7.156435e-05	3.323141e-07	1.222482e-05	8.862832e-06
1563          	7.228416e-05	3.320091e-07	1.226962e-05	8.918234e-06
1564          	7.110809e-05	3.334183e-07	1.233628e-05	8.907622e-06
1565          	7.106592e-05	3.355098e-07	1.240742e-05	8.926443e-06
1566          	7.184599e-05	3.372634e-07	1.246194e-05	8.921696e-06
1567          	7.302109e-05	3.376434e-07	1.244716e-05	8.963841e-06
1568          	7.285492e-05	3.379849e-07	1.246236e-05	8.963097e-06
1569          	7.315310e-05	3.372611e-07	1.245631e-05	8.949790e-06
1570          	7.381214e-05	3.381013e-07	1.256145e-05	8.978441e-06
1571          	7.267689e-05	3.368886e-07	1.254995e-05	9.014152e-06
1572          	7.278938e-05	3.377271e-07	1.259654e-05	8.999843e-06
1573          	7.392159e-05	3.379717e-07	1.263665e-05	8.982904e-06
1574          	7.272921e-05	3.380749e-07	1.271589e-05	9.016411e-06
1575          	7.421757e-05	3.375990e-07	1.260353e-05	8.939928e-06
1576          	7.481514e-05	3.372146e-07	1.260465e-05	8.933047e-06
1577          	7.452341e-05	3.355221e-07	1.262075e-05	9.004025e-06
